"APA91bGxhIz642kAIPrqYikNwfO2PwQqJgqcIqfRQCtIUc1jbkGiTwIv9dkD0EwLUJ7FndxMoa_Mlxsfkt--KXpScGBL_9eHaoADlquhNF0n9_2193vpo5P2e-GrVydzkwfs-Jt9vQIf";"Android";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"a690ce20155ab39bc0b7b363291824faeae1a86ad0dded680823b338b913c6f8";"IOS";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"APA91bGfp6QH-1gqD79YhqV1l4agGcpGOQkC1Ans4WSdURjAvcwQOdLBYIzOovO9nm8ZjfwBx5YFum7nZzB5nJu6CoWktJDM2Ikxl_nwS2cBFRIm7WfrEADvlhLwKN13elCWEeDZLokGhhlUUi2DT0k5gOiGMOksJHGFS6X4Wm47tr8cw4xfxVY";"Android";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"APA91bF0Y269r5DPnmg8ia4ffZJ-ByVLoowu1HWt4DkaJBwsjzuaY30o6Q0Tz2Qdn-eBnXNCugSoNmgK3rGcW5JhiWg_0Xn6fYeeMCG7Qc_BNMvgSz0At0RqPxxorbSmoALm9T1IWGjJRzxd800XbvHCMpWjMX9ymA";"Android";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"4bfbfbda4572f1913718305b30f420720eff142aa466127076cb83cfaea161d3";"IOS";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"0db839b0e3f85214cb21496349ef2bd603a18ebf8fbb8388b249ce4511a553c2";"IOS";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"f666732bd9d1a4b4a03ae8b2fff98e45d7ceacc15aba37522a867c8c52955c1c";"IOS";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"56c087a2cf628607d0e9219ef3938fa8dcc4501f872c22537b12a5824cc8b15c";"IOS";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"5486d0ff989dcf99ec678303293e9e60bed4a261539421f2f775be748eb007e5";"IOS";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"APA91bH4EWa_T6bIMg2-pHiDvtacjoE5ncEPTG0wXInWbnP8Qg0pmnoEZyvkLv9rSzslqMc56APMpcjlxDjzQNgn33_AjwBJh9tRABSm5UFN7KpTnyz6aas9Asbiy26C3rtEPDiEEc3J";"Android";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"APA91bGQXjhpqhc2vtl18h2ou3UYo5-R52IIAkBgniqEfZkI3TwJsHB6NkpOBVnP0JGzsfxsU7Mdlj4S-Rim_2znnKFFJyQYyN_iSlo0UQYaAT7QNB2yWVaWplsW29sg3HOYx4LpXjZITinshYJ88xxx7oMANTPD1w";"Android";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"APA91bGpswQQQWVpjumj7Ie6nZ0YLpkwRviU9blcR8D3J_5ngYIs8cbqUjtJnO2dhHK6Sx4WRjwP8JKEIQBQRwGxZSpZOnbuOH3xaY-QCZIfGbZxKAD2du5JdolQht4MxS38L9rshwn9";"Android";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
"APA91bHjxZuZzDdajzCvleJTTaCeI-jCmqapDLr1skQMSmHHsNDHoxXNMOdXKN5SNe7q26ftZOFn3kG4FKKNh6jq0xNi-8LR98AaIU49fLhUYkwMeP0fYPqxPrc-UarRSWsJOGl8lbx_";"Android";"Ligne L : Paris/Maisons L interrompu 01 novembre";"EFFIA-4161012204458-7319";"20161102T023000";
